user,district,is_industrial,timeslot,power,bill,seed
74,7,1,1,420,840,996041876
75,7,0,1,155,310,752942897
76,7,0,1,116,232,260546995
77,7,0,1,164,328,1049101023
78,7,0,1,146,292,253760493
79,7,0,1,154,308,1013991549
80,8,1,1,1500,3000,1713087359
81,8,1,1,330,660,2138713456
82,8,0,1,119,238,695738560
83,8,0,1,60,120,1096454949
84,8,0,1,29,58,542825877
85,8,0,1,145,290,1419754140
86,8,0,1,69,138,1936310756
87,8,0,1,142,284,2038242000
88,8,0,1,3,6,1705855674
89,8,0,1,87,174,968900740
90,9,1,1,1600,3200,475065496
91,9,0,1,5,10,1217046680
92,9,0,1,152,304,1857467604
93,9,0,1,14,28,1992052019
94,9,1,1,1910,3820,632191873
95,9,0,1,124,248,2130108341
96,9,1,1,1220,2440,1591684005
97,9,0,1,136,272,294715747
98,9,0,1,172,344,1326015534
99,9,0,1,171,342,1682362821
0,0,0,2,142,284,146210506
1,0,0,2,33,66,1119716315
2,0,0,2,110,220,842335868
3,0,1,2,860,1720,2011569462
4,0,0,2,41,82,1420362100
5,0,0,2,7,14,702499792
6,0,0,2,87,174,427040822
7,0,0,2,180,360,1121853361
8,0,0,2,68,136,1403231062
9,0,1,2,440,880,290487570
10,1,0,2,169,338,337981008
11,1,0,2,170,340,1005231600
12,1,0,2,40,80,1859789725
13,1,0,2,3,6,543328586
14,1,0,2,130,260,1689752315
15,1,1,2,1020,2040,1333605747
16,1,1,2,810,1620,1615371672
17,1,1,2,1180,2360,1553792116
18,1,1,2,260,520,263246718
19,1,1,2,1380,2760,815505738
20,2,0,2,23,46,649203307
21,2,0,2,194,388,324988738
22,2,0,2,76,152,526403882
23,2,1,2,550,1100,212042693
24,2,0,2,13,26,2037271883
25,2,0,2,91,182,1274193332
26,2,0,2,141,282,1735304234
27,2,0,2,146,292,1698195305
28,2,0,2,122,244,289264557
29,2,1,2,1010,2020,326715485
30,3,0,2,116,232,1727571841
31,3,0,2,191,382,776749201
32,3,0,2,101,202,2008599494
33,3,1,2,800,1600,416835113
34,3,0,2,27,54,502789637
35,3,0,2,44,88,677179715
36,3,0,2,120,240,839052863
37,3,0,2,24,48,137178121
38,3,0,2,164,328,1631581848
39,3,0,2,179,358,1172354769
40,4,0,2,22,44,1463219947
41,4,0,2,26,52,1047441928
42,4,0,2,68,136,1755672434
43,4,1,2,1130,2260,1295559089
44,4,0,2,68,136,1449942111
45,4,1,2,1150,2300,1945613429
46,4,0,2,145,290,2072353612
47,4,0,2,2,4,969824897
48,4,0,2,106,212,1156241305
49,4,0,2,195,390,2128289423
50,5,0,2,16,32,1119472797
51,5,0,2,28,56,1878277937
52,5,0,2,152,304,830820791
53,5,0,2,25,50,977460086
54,5,0,2,153,306,126185734
55,5,0,2,20,40,1357457769
56,5,0,2,133,266,84554080
57,5,0,2,48,96,1635670484
58,5,0,2,79,158,1435953165
59,5,0,2,87,174,1190965174
60,6,0,2,46,92,1628090027
61,6,0,2,160,320,729388335
62,6,0,2,27,54,1775682695
63,6,0,2,123,246,166329037
64,6,0,2,83,166,1747342572
65,6,0,2,62,124,2084545832
66,6,0,2,95,190,1088176612
67,6,0,2,177,354,958301435
68,6,0,2,33,66,326443237
69,6,0,2,100,200,1151507793
70,7,0,2,169,338,958490648
71,7,0,2,57,114,805411332
72,7,0,2,107,214,182679985
73,7,0,2,20,40,1005987973
74,7,1,2,1290,2580,1931087293
75,7,0,2,45,90,941423451
76,7,0,2,172,344,108511270
77,7,0,2,16,32,72971765
78,7,0,2,83,166,1600939742
79,7,0,2,113,226,1094207073
80,8,1,2,1910,3820,1361929473
81,8,1,2,130,260,1487647387
82,8,0,2,28,56,1801823383
83,8,0,2,93,186,1036553535
84,8,0,2,125,250,577732647
85,8,0,2,35,70,753153523
86,8,0,2,28,56,102583014
87,8,0,2,140,280,1008548642
88,8,0,2,182,364,1584942673
89,8,0,2,163,326,1494440404
90,9,1,2,110,220,1281604177
91,9,0,2,137,274,410208717
92,9,0,2,80,160,1485309014
93,9,0,2,135,270,86240757
94,9,1,2,1620,3240,1136596200
95,9,0,2,100,200,555292753
96,9,1,2,1410,2820,1489655185
97,9,0,2,18,36,984530784
98,9,0,2,130,260,1826466979
99,9,0,2,1,2,599759564
0,0,0,3,66,132,2100005755
1,0,0,3,178,356,1718817254
2,0,0,3,31,62,1593939784
3,0,1,3,670,1340,2088529581
4,0,0,3,42,84,1069086491
5,0,0,3,33,66,1724113521
6,0,0,3,93,186,11741276
7,0,0,3,187,374,751488737
8,0,0,3,166,332,959552355
9,0,1,3,650,1300,682698477
10,1,0,3,19,38,961466557
11,1,0,3,23,46,1049099149
12,1,0,3,154,308,1756476502
13,1,0,3,156,312,1555434695
14,1,0,3,163,326,1152697031
15,1,1,3,230,460,1187576925
16,1,1,3,1790,3580,588891205
17,1,1,3,1660,3320,298477596
18,1,1,3,340,680,1842481898
19,1,1,3,1270,2540,1516490288
20,2,0,3,33,66,436741273
21,2,0,3,137,274,376263461
22,2,0,3,153,306,12635397
23,2,1,3,40,80,2042743348
24,2,0,3,83,166,1472645
25,2,0,3,154,308,1729242393
26,2,0,3,90,180,2010417875
27,2,0,3,46,92,1587700730
28,2,0,3,82,164,1714716399
29,2,1,3,210,420,1796232884
30,3,0,3,140,280,1489724836
31,3,0,3,199,398,967626449
32,3,0,3,172,344,1100376447
33,3,1,3,620,1240,1937361810
34,3,0,3,164,328,1367467188
35,3,0,3,155,310,1062142391
36,3,0,3,140,280,1253309238
37,3,0,3,47,94,135487255
38,3,0,3,128,256,1255652434
39,3,0,3,52,104,577603157
40,4,0,3,25,50,1343364006
41,4,0,3,71,142,1097519529
42,4,0,3,154,308,513189452
43,4,1,3,30,60,2209582
44,4,0,3,35,70,496287114
45,4,1,3,460,920,292946973
46,4,0,3,174,348,1909589131
47,4,0,3,28,56,795576250
48,4,0,3,47,94,1030236451
49,4,0,3,111,222,1785594916
50,5,0,3,45,90,1324753853
51,5,0,3,110,220,1320806686
52,5,0,3,129,258,1713376562
53,5,0,3,96,192,958427475
54,5,0,3,43,86,500812043
55,5,0,3,58,116,1149508255
56,5,0,3,191,382,27135284
57,5,0,3,46,92,2129467246
58,5,0,3,170,340,1538021115
59,5,0,3,25,50,1329691120
60,6,0,3,187,374,606150931
61,6,0,3,194,388,2104968679
62,6,0,3,180,360,1434071812
63,6,0,3,190,380,1898296866
64,6,0,3,52,104,251735377
65,6,0,3,177,354,1846401957
66,6,0,3,129,258,970199543
67,6,0,3,48,96,611675230
68,6,0,3,6,12,399237322
69,6,0,3,95,190,1013546151
70,7,0,3,109,218,277715367
71,7,0,3,160,320,1743887380
72,7,0,3,112,224,28826645
73,7,0,3,14,28,961286013
74,7,1,3,1550,3100,361795484
75,7,0,3,101,202,1728611120
76,7,0,3,5,10,1322446012
77,7,0,3,102,204,1818784714
78,7,0,3,98,196,1825776334
79,7,0,3,143,286,342547613
80,8,1,3,1460,2920,1651405675
81,8,1,3,1270,2540,677252437
82,8,0,3,187,374,905781600
83,8,0,3,30,60,503623200
84,8,0,3,188,376,996244685
85,8,0,3,184,368,349699595
86,8,0,3,112,224,1243756664
87,8,0,3,175,350,2139915790
88,8,0,3,76,152,1113216784
89,8,0,3,61,122,1764519738
90,9,1,3,1270,2540,1114362208
91,9,0,3,36,72,1331928035
92,9,0,3,70,140,1406789172
93,9,0,3,156,312,1196824412
94,9,1,3,1330,2660,1002174838
95,9,0,3,20,40,2015165546
96,9,1,3,780,1560,1581081721
97,9,0,3,163,326,1388190826
98,9,0,3,92,184,1569240237
99,9,0,3,176,352,923552865
0,0,0,4,116,232,2123850909
1,0,0,4,44,88,2123395107
2,0,0,4,104,208,1233370721
3,0,1,4,750,1500,435394017
4,0,0,4,86,172,278641842
5,0,0,4,161,322,497096528
6,0,0,4,58,116,1473210697
7,0,0,4,72,144,2097337210
8,0,0,4,96,192,159814953
9,0,1,4,1700,3400,1101351438
10,1,0,4,46,92,1290545096
11,1,0,4,72,144,125322753
12,1,0,4,118,236,881939963
13,1,0,4,78,156,493584775
14,1,0,4,175,350,920739599
15,1,1,4,150,300,588530312
16,1,1,4,1420,2840,1187514547
17,1,1,4,750,1500,1610111068
18,1,1,4,30,60,1780997792
19,1,1,4,900,1800,886604757
20,2,0,4,118,236,1200432549
21,2,0,4,187,374,1428607702
22,2,0,4,62,124,289229498
23,2,1,4,990,1980,2013324677
24,2,0,4,9,18,907753784
25,2,0,4,159,318,1512357213
26,2,0,4,10,20,260998522
27,2,0,4,54,108,1806033704
28,2,0,4,76,152,2014154708
29,2,1,4,1610,3220,2091531144
30,3,0,4,100,200,515353752
31,3,0,4,127,254,1712961144
32,3,0,4,108,216,2115404237
33,3,1,4,520,1040,1315588414
34,3,0,4,187,374,1825474018
35,3,0,4,171,342,1661151329
36,3,0,4,188,376,217640857
37,3,0,4,90,180,999277445
38,3,0,4,4,8,1353480040
39,3,0,4,60,120,170236001
40,4,0,4,34,68,45611487
41,4,0,4,178,356,552583642
42,4,0,4,10,20,407774847
43,4,1,4,1020,2040,1478121146
44,4,0,4,152,304,939219527
45,4,1,4,600,1200,459709198
46,4,0,4,76,152,346899779
47,4,0,4,14,28,1606167285
48,4,0,4,180,360,345491171
49,4,0,4,177,354,1216956027
50,5,0,4,146,292,1224402957
51,5,0,4,58,116,143949348
52,5,0,4,103,206,1056771714
53,5,0,4,111,222,1742922437
54,5,0,4,112,224,1026542915
55,5,0,4,180,360,260746269
56,5,0,4,36,72,2072320679
57,5,0,4,11,22,1409504344
58,5,0,4,170,340,1232859016
59,5,0,4,81,162,824458365
60,6,0,4,109,218,1257976496
61,6,0,4,195,390,757501591
62,6,0,4,38,76,46389156
63,6,0,4,150,300,2065952195
64,6,0,4,104,208,683160385
65,6,0,4,165,330,563062405
66,6,0,4,153,306,374734837
67,6,0,4,90,180,1445113508
68,6,0,4,95,190,1790241431
69,6,0,4,124,248,120777689
70,7,0,4,162,324,202274692
71,7,0,4,17,34,575224002
72,7,0,4,47,94,1343419977
73,7,0,4,190,380,981082445
74,7,1,4,1410,2820,969781106
75,7,0,4,114,228,413155524
76,7,0,4,194,388,1621004381
77,7,0,4,2,4,183440115
78,7,0,4,3,6,966400662
79,7,0,4,147,294,978573721
80,8,1,4,1760,3520,157244152
81,8,1,4,1360,2720,742395945
82,8,0,4,64,128,553459081
83,8,0,4,31,62,191904731
84,8,0,4,160,320,694469833
85,8,0,4,57,114,1095824032
86,8,0,4,27,54,1947426507
87,8,0,4,153,306,1627938141
88,8,0,4,161,322,62942028
89,8,0,4,53,106,1253049366
90,9,1,4,1820,3640,1169814339
91,9,0,4,193,386,83129615
92,9,0,4,79,158,2017406480
93,9,0,4,22,44,671116559
94,9,1,4,920,1840,81013177
95,9,0,4,145,290,1325283578
96,9,1,4,750,1500,1152962354
97,9,0,4,100,200,1006246339
98,9,0,4,103,206,385435857
99,9,0,4,104,208,377806066
0,0,0,5,22,44,1499119541
1,0,0,5,123,246,293379550
2,0,0,5,42,84,1189347101
3,0,1,5,1150,2300,621931191
4,0,0,5,134,268,634992841
5,0,0,5,35,70,4815358
6,0,0,5,17,34,1005961149
7,0,0,5,180,360,266287154
8,0,0,5,31,62,1340796872
9,0,1,5,360,720,1555647502
10,1,0,5,33,66,594126288
11,1,0,5,44,88,496275722
12,1,0,5,132,264,728536003
13,1,0,5,180,360,595336824
14,1,0,5,73,146,177990822
15,1,1,5,850,1700,157384536
16,1,1,5,880,1760,570758351
17,1,1,5,110,220,381968410
18,1,1,5,1020,2040,824287090
19,1,1,5,970,1940,1633503713
20,2,0,5,71,142,1973098907
21,2,0,5,151,302,1559822164
22,2,0,5,112,224,285875203
23,2,1,5,0,0,471274999
24,2,0,5,47,94,2114249271
25,2,0,5,121,242,974873691
26,2,0,5,171,342,429918936
27,2,0,5,99,198,691009802
28,2,0,5,68,136,1754408363
29,2,1,5,540,1080,973841651
30,3,0,5,196,392,865695881
31,3,0,5,94,188,557930895
32,3,0,5,53,106,1561968580
33,3,1,5,40,80,14787033
34,3,0,5,17,34,313959836
35,3,0,5,188,376,1578729479
36,3,0,5,109,218,317134797
37,3,0,5,172,344,322693424
38,3,0,5,95,190,380647702
39,3,0,5,35,70,796596748
40,4,0,5,79,158,221022264
41,4,0,5,161,322,1899303527
42,4,0,5,174,348,1282979638
43,4,1,5,160,320,1493525895
44,4,0,5,108,216,905758124
45,4,1,5,800,1600,1715121240
46,4,0,5,23,46,516388160
47,4,0,5,135,270,1298227941
48,4,0,5,63,126,1764889834
49,4,0,5,142,284,1647294025
50,5,0,5,138,276,995982979
51,5,0,5,94,188,1966394522
52,5,0,5,16,32,1417081891
53,5,0,5,120,240,1061164092
54,5,0,5,15,30,581462984
55,5,0,5,80,160,330699596
56,5,0,5,147,294,923289545
57,5,0,5,186,372,785781694
58,5,0,5,34,68,1280643684
59,5,0,5,65,130,1436312034
60,6,0,5,155,310,2008926059
61,6,0,5,18,36,1338474991
62,6,0,5,129,258,1189281499
63,6,0,5,95,190,1399451902
64,6,0,5,82,164,654821237
65,6,0,5,193,386,774542390
66,6,0,5,190,380,1314649777
67,6,0,5,188,376,534068364
68,6,0,5,67,134,278004323
69,6,0,5,19,38,1606710349
70,7,0,5,176,352,534514766
71,7,0,5,3,6,528040757
72,7,0,5,164,328,933455442
73,7,0,5,49,98,1057858860
74,7,1,5,910,1820,1836176863
75,7,0,5,123,246,411546320
76,7,0,5,185,370,1278430056
77,7,0,5,58,116,1574271309
78,7,0,5,85,170,1406985809
79,7,0,5,97,194,600339027
80,8,1,5,140,280,124586121
81,8,1,5,900,1800,1650984344
82,8,0,5,139,278,1253470342
83,8,0,5,50,100,191522358
84,8,0,5,109,218,277216395
85,8,0,5,157,314,1572655207
86,8,0,5,160,320,1526693241
87,8,0,5,43,86,807025936
88,8,0,5,193,386,480119892
89,8,0,5,36,72,413742292
90,9,1,5,500,1000,177959206
91,9,0,5,156,312,1655629115
92,9,0,5,140,280,737231152
93,9,0,5,33,66,997736623
94,9,1,5,710,1420,987887460
95,9,0,5,132,264,1202502962
96,9,1,5,1300,2600,280596197
97,9,0,5,52,104,1860413359
98,9,0,5,189,378,1453804091
99,9,0,5,107,214,172686845
0,0,0,6,131,262,256986324
1,0,0,6,167,334,1573073448
2,0,0,6,134,268,2110097555
3,0,1,6,0,0,7771909
4,0,0,6,14,28,906474826
5,0,0,6,35,70,1102179308
6,0,0,6,72,144,1862753831
7,0,0,6,23,46,504223812
8,0,0,6,92,184,1208408082
9,0,1,6,490,980,496195885
10,1,0,6,119,238,1957307129
11,1,0,6,42,84,825422833
12,1,0,6,78,156,1394585612
13,1,0,6,9,18,10561774
14,1,0,6,70,140,846111780
15,1,1,6,90,180,1226153255
16,1,1,6,1730,3460,155970085
17,1,1,6,460,920,478841252
18,1,1,6,1750,3500,1819580089
19,1,1,6,40,80,31263563
20,2,0,6,134,268,347708280
21,2,0,6,28,56,1049413493
22,2,0,6,81,162,1016983155
23,2,1,6,1450,2900,433541188
24,2,0,6,12,24,1776761852
25,2,0,6,87,174,1569210407
26,2,0,6,162,324,520468339
27,2,0,6,38,76,1800569278
28,2,0,6,59,118,1449659635
29,2,1,6,230,460,1866769514
30,3,0,6,184,368,195141492
31,3,0,6,106,212,278123381
32,3,0,6,128,256,1834175497
33,3,1,6,1890,3780,150369994
34,3,0,6,126,252,1800496303
35,3,0,6,105,210,459104629
36,3,0,6,111,222,2080341086
37,3,0,6,102,204,625007289
38,3,0,6,136,272,1787644598
39,3,0,6,43,86,1405911856
40,4,0,6,28,56,1045815183
41,4,0,6,94,188,769522717
42,4,0,6,190,380,1840761623
43,4,1,6,1040,2080,502345806
44,4,0,6,158,316,1142950504
45,4,1,6,1510,3020,92504143
46,4,0,6,153,306,2120829238
47,4,0,6,69,138,266833633
48,4,0,6,35,70,2099024379
49,4,0,6,174,348,1109010307
50,5,0,6,106,212,678544102
51,5,0,6,71,142,1660320934
52,5,0,6,186,372,1089844001
53,5,0,6,17,34,427204058
54,5,0,6,62,124,1803240013
55,5,0,6,175,350,1419847428
56,5,0,6,25,50,346042720
57,5,0,6,133,266,2061075196
58,5,0,6,5,10,1187473772
59,5,0,6,57,114,1173045945
60,6,0,6,82,164,207289046
61,6,0,6,68,136,1445490492
62,6,0,6,156,312,798198397
63,6,0,6,54,108,1005737039
64,6,0,6,132,264,1121798416
65,6,0,6,193,386,2016357236
66,6,0,6,13,26,1902564187
67,6,0,6,98,196,132366099
68,6,0,6,71,142,189139831
69,6,0,6,88,176,2058418535
70,7,0,6,175,350,1468225067
71,7,0,6,64,128,740987996
72,7,0,6,199,398,1577583005
73,7,0,6,146,292,1660004883
74,7,1,6,1900,3800,95310208
75,7,0,6,81,162,1557718700
76,7,0,6,191,382,269251447
77,7,0,6,76,152,1379739717
78,7,0,6,161,322,550325028
79,7,0,6,109,218,375612175
80,8,1,6,580,1160,1411215163
81,8,1,6,1880,3760,1505914179
82,8,0,6,124,248,1986976367
83,8,0,6,172,344,788649083
84,8,0,6,166,332,155568544
85,8,0,6,21,42,1346600731
86,8,0,6,175,350,1922960570
87,8,0,6,177,354,595508436
88,8,0,6,158,316,1647620953
89,8,0,6,85,170,1992009034
90,9,1,6,1060,2120,827014592
91,9,0,6,125,250,1115105509
92,9,0,6,179,358,1550633962
93,9,0,6,34,68,854544515
94,9,1,6,1000,2000,294912823
95,9,0,6,69,138,2059966937
96,9,1,6,1570,3140,1513626465
97,9,0,6,21,42,907965753
98,9,0,6,180,360,738162503
99,9,0,6,195,390,664795927
0,0,0,7,173,346,1728906446
1,0,0,7,62,124,1529354686
2,0,0,7,177,354,277558120
3,0,1,7,1920,3840,895788305
4,0,0,7,23,46,808309464
5,0,0,7,181,362,1519955877
6,0,0,7,21,42,1185777252
7,0,0,7,182,364,1947849291
8,0,0,7,197,394,786829879
9,0,1,7,1680,3360,246945260
10,1,0,7,107,214,536881716
11,1,0,7,23,46,386094621
12,1,0,7,72,144,1694370357
13,1,0,7,44,88,1116467505
14,1,0,7,155,310,1179362958
15,1,1,7,1610,3220,1448679016
16,1,1,7,1880,3760,993480446
17,1,1,7,950,1900,1155702066
18,1,1,7,930,1860,1383057707
19,1,1,7,530,1060,954891346
20,2,0,7,103,206,1371685985
21,2,0,7,61,122,530546513
22,2,0,7,150,300,2084517452
23,2,1,7,1490,2980,179693562
24,2,0,7,84,168,77752734
25,2,0,7,192,384,2136254499
26,2,0,7,188,376,1911079551
27,2,0,7,33,66,1614217719
28,2,0,7,49,98,1129983852
29,2,1,7,1160,2320,438001797
30,3,0,7,144,288,1886812327
31,3,0,7,115,230,1797402009
32,3,0,7,21,42,298763892
33,3,1,7,920,1840,892421505
34,3,0,7,61,122,986431470
35,3,0,7,186,372,1937879417
36,3,0,7,32,64,624525337
37,3,0,7,136,272,1683868356
38,3,0,7,17,34,2024026106
39,3,0,7,34,68,822958741
40,4,0,7,165,330,1562819106
41,4,0,7,69,138,1446752841
42,4,0,7,99,198,371071086
43,4,1,7,310,620,582197459
44,4,0,7,98,196,1874547871
45,4,1,7,1220,2440,719715812
46,4,0,7,130,260,1920261023
47,4,0,7,25,50,1995952395
48,4,0,7,158,316,108610091
49,4,0,7,8,16,1674842286
50,5,0,7,152,304,281566237
51,5,0,7,15,30,2067945391
52,5,0,7,24,48,1224027552
53,5,0,7,110,220,559011946
54,5,0,7,8,16,1098998186
55,5,0,7,36,72,470249661
56,5,0,7,76,152,283048198
57,5,0,7,115,230,1475608142
58,5,0,7,6,12,672223814
59,5,0,7,22,44,983503334
60,6,0,7,17,34,2087876824
61,6,0,7,146,292,1474539259
62,6,0,7,174,348,2098877244
63,6,0,7,103,206,748446900
64,6,0,7,125,250,1255798255
65,6,0,7,176,352,1397405015
66,6,0,7,68,136,1457464136
67,6,0,7,38,76,1830052011
68,6,0,7,164,328,660664846
69,6,0,7,53,106,52940295
70,7,0,7,29,58,1680211618
71,7,0,7,162,324,286345553
72,7,0,7,10,20,623405189
73,7,0,7,125,250,1953531666
74,7,1,7,1790,3580,1338371107
75,7,0,7,151,302,176782291
76,7,0,7,184,368,177132971
77,7,0,7,26,52,88582788
78,7,0,7,22,44,112523057
79,7,0,7,97,194,984040251
80,8,1,7,1860,3720,1088257914
81,8,1,7,170,340,236910508
82,8,0,7,3,6,1187485654
83,8,0,7,109,218,859092446
84,8,0,7,184,368,390467325
85,8,0,7,75,150,1568190440
86,8,0,7,187,374,1133539338
87,8,0,7,32,64,1334747032
88,8,0,7,118,236,61603596
89,8,0,7,184,368,542719445
90,9,1,7,1150,2300,1980447417
91,9,0,7,105,210,1861242689
92,9,0,7,54,108,37560032
93,9,0,7,85,170,1531297316
94,9,1,7,850,1700,304720951
95,9,0,7,186,372,2143263738
96,9,1,7,1750,3500,1494446305
97,9,0,7,4,8,405798314
98,9,0,7,67,134,972995303
99,9,0,7,174,348,651801482
0,0,0,8,144,288,1747880034
1,0,0,8,153,306,154086649
2,0,0,8,44,88,1677126319
3,0,1,8,30,60,1959006322
4,0,0,8,39,78,1356117395
5,0,0,8,179,358,138337083
6,0,0,8,186,372,1490065291
7,0,0,8,57,114,1683520800
8,0,0,8,36,72,1349436788
9,0,1,8,1610,3220,1039079317
10,1,0,8,182,364,742209971
11,1,0,8,161,322,993817265
12,1,0,8,122,244,1556749829
13,1,0,8,148,296,423151463
14,1,0,8,4,8,1597264207
15,1,1,8,1490,2980,1848465642
16,1,1,8,1760,3520,133938191
17,1,1,8,1860,3720,586341262
18,1,1,8,0,0,2076938211
19,1,1,8,1010,2020,913789461
20,2,0,8,32,64,849400579
21,2,0,8,153,306,514179724
22,2,0,8,171,342,497495673
23,2,1,8,330,660,1471117402
24,2,0,8,93,186,1217708710
25,2,0,8,67,134,232244150
26,2,0,8,188,376,69215859
27,2,0,8,190,380,1215530574
28,2,0,8,131,262,734638253
29,2,1,8,30,60,683765606
30,3,0,8,49,98,1079065152
31,3,0,8,24,48,1686804339
